,gender,race,age,number of prior convictions,recidivist,recidivism risk score,first name,last name,full name,risk assessment date,date of birth
694,Male,African-American,22,0,0,4,John,Doe,John Doe,2018-04-20,1996-04-19
695,Male,African-American,22,0,0,4,John,Doe,John Doe,2019-07-29,1997-07-28
696,Male,Caucasian,57,1,0,2,John,Doe,John Doe,2017-08-14,1960-08-14
697,Male,Caucasian,68,7,1,7,John,Doe,John Doe,2018-10-24,1950-10-24
698,Male,African-American,26,3,1,10,John,Doe,John Doe,2019-05-31,1993-05-30
699,Female,African-American,46,4,0,4,Jane,Doe,Jane Doe,2018-11-24,1972-11-23
700,Male,Caucasian,36,0,0,1,John,Doe,John Doe,2019-06-01,1983-06-01
701,Male,African-American,37,3,0,2,John,Doe,John Doe,2018-01-02,1981-01-02
702,Female,Caucasian,29,0,0,2,Jane,Doe,Jane Doe,2017-09-27,1988-09-26
703,Male,Caucasian,40,4,1,3,John,Doe,John Doe,2018-11-19,1978-11-19
704,Male,African-American,24,1,0,3,John,Doe,John Doe,2017-07-06,1993-07-06
705,Female,Caucasian,23,2,0,6,Jane,Doe,Jane Doe,2017-06-06,1994-06-06
706,Male,African-American,33,4,0,2,John,Doe,John Doe,2018-05-02,1985-05-01
707,Male,African-American,26,3,1,10,John,Doe,John Doe,2019-05-14,1993-05-13
708,Male,Hispanic,33,0,0,1,John,Doe,John Doe,2017-05-27,1984-05-26
709,Female,African-American,28,1,0,2,Jane,Doe,Jane Doe,2018-10-27,1990-10-27
710,Male,African-American,32,9,0,9,John,Doe,John Doe,2019-07-25,1987-07-25
711,Male,Caucasian,44,1,1,1,John,Doe,John Doe,2018-08-16,1974-08-16
712,Male,Caucasian,51,0,0,1,John,Doe,John Doe,2019-06-28,1968-06-27
713,Male,Hispanic,53,18,0,2,John,Doe,John Doe,2017-12-22,1964-12-22
714,Male,African-American,38,3,0,5,John,Doe,John Doe,2017-03-01,1979-03-01
715,Male,Other,25,0,1,2,John,Doe,John Doe,2017-01-28,1992-01-28
716,Male,African-American,30,7,0,3,John,Doe,John Doe,2018-09-19,1988-09-18
717,Female,African-American,37,0,0,3,Jane,Doe,Jane Doe,2017-01-01,1980-01-02
718,Female,Caucasian,33,0,0,2,Jane,Doe,Jane Doe,2017-10-13,1984-10-12
719,Male,African-American,29,8,1,10,John,Doe,John Doe,2019-09-13,1990-09-12
720,Male,Hispanic,22,1,0,4,John,Doe,John Doe,2018-12-02,1996-12-01
721,Male,African-American,29,11,0,10,John,Doe,John Doe,2018-02-06,1989-02-05
722,Female,African-American,29,1,0,4,Jane,Doe,Jane Doe,2019-12-04,1990-12-03
723,Male,Other,46,0,0,1,John,Doe,John Doe,2018-06-13,1972-06-12
724,Male,African-American,21,1,0,8,John,Doe,John Doe,2017-03-15,1996-03-14
725,Male,Caucasian,53,8,0,5,John,Doe,John Doe,2018-09-01,1965-09-01
726,Male,African-American,35,5,0,3,John,Doe,John Doe,2019-06-02,1984-06-01
727,Male,Caucasian,31,0,0,5,John,Doe,John Doe,2018-12-19,1987-12-19
728,Male,African-American,31,15,0,8,John,Doe,John Doe,2018-12-17,1987-12-17
729,Male,African-American,30,1,0,5,John,Doe,John Doe,2019-11-13,1989-11-12
730,Male,Caucasian,30,0,0,1,John,Doe,John Doe,2018-08-01,1988-07-31
731,Female,African-American,23,0,1,4,Jane,Doe,Jane Doe,2017-11-11,1994-11-11
732,Male,Caucasian,71,3,0,1,John,Doe,John Doe,2017-09-11,1946-09-11
733,Female,Caucasian,39,3,0,3,Jane,Doe,Jane Doe,2018-07-16,1979-07-16
734,Male,African-American,29,1,0,9,John,Doe,John Doe,2019-07-01,1990-06-30
735,Male,African-American,44,2,0,7,John,Doe,John Doe,2018-09-30,1974-09-30
736,Male,African-American,31,1,0,1,John,Doe,John Doe,2017-01-23,1986-01-23
737,Male,African-American,41,0,0,6,John,Doe,John Doe,2018-12-17,1977-12-17
738,Male,African-American,41,12,1,6,John,Doe,John Doe,2019-01-03,1978-01-03
739,Male,Caucasian,34,3,0,5,John,Doe,John Doe,2018-05-22,1984-05-21
740,Male,Caucasian,55,7,0,8,John,Doe,John Doe,2017-08-03,1962-08-03
741,Female,Other,24,2,1,4,Jane,Doe,Jane Doe,2019-06-24,1995-06-24
742,Male,Caucasian,21,0,0,4,John,Doe,John Doe,2019-06-11,1998-06-10
743,Male,Caucasian,33,3,1,4,John,Doe,John Doe,2017-01-25,1984-01-25
744,Male,African-American,21,0,1,5,John,Doe,John Doe,2017-01-23,1996-01-23
745,Female,Caucasian,25,0,0,3,Jane,Doe,Jane Doe,2017-09-10,1992-09-09
746,Male,Caucasian,25,6,0,4,John,Doe,John Doe,2018-08-28,1993-08-27
747,Male,Other,31,0,0,2,John,Doe,John Doe,2019-02-13,1988-02-13
748,Male,African-American,29,5,1,10,John,Doe,John Doe,2017-09-14,1988-09-13
749,Female,African-American,31,10,0,6,Jane,Doe,Jane Doe,2017-04-25,1986-04-25
750,Male,Hispanic,21,1,0,8,John,Doe,John Doe,2018-12-07,1997-12-06
751,Male,Caucasian,50,2,1,1,John,Doe,John Doe,2018-03-24,1968-03-23
752,Female,African-American,55,1,0,1,Jane,Doe,Jane Doe,2019-12-12,1964-12-11
753,Female,Caucasian,43,0,0,1,Jane,Doe,Jane Doe,2017-09-24,1974-09-24
754,Female,African-American,27,1,0,3,Jane,Doe,Jane Doe,2018-03-30,1991-03-30
755,Female,African-American,67,0,0,1,Jane,Doe,Jane Doe,2018-10-24,1951-10-24
756,Female,African-American,24,1,0,5,Jane,Doe,Jane Doe,2019-06-07,1995-06-07
757,Female,Caucasian,25,5,0,7,Jane,Doe,Jane Doe,2019-09-05,1994-09-04
758,Male,Caucasian,28,0,0,1,John,Doe,John Doe,2019-01-21,1991-01-21
759,Male,African-American,34,2,1,2,John,Doe,John Doe,2017-04-05,1983-04-05
760,Male,African-American,46,0,0,1,John,Doe,John Doe,2018-08-27,1972-08-26
761,Female,Other,46,1,0,1,Jane,Doe,Jane Doe,2019-03-20,1973-03-19
762,Male,African-American,24,0,0,9,John,Doe,John Doe,2017-05-08,1993-05-08
763,Male,Caucasian,35,1,0,2,John,Doe,John Doe,2017-12-06,1982-12-06
764,Male,Caucasian,54,3,1,3,John,Doe,John Doe,2018-12-06,1964-12-05
765,Female,African-American,24,1,0,9,Jane,Doe,Jane Doe,2018-05-19,1994-05-19
766,Male,Caucasian,25,3,0,7,John,Doe,John Doe,2019-09-10,1994-09-09
767,Male,Caucasian,44,1,1,1,John,Doe,John Doe,2017-05-07,1973-05-07
768,Male,African-American,25,0,0,6,John,Doe,John Doe,2018-06-04,1993-06-03
769,Male,African-American,24,0,0,4,John,Doe,John Doe,2018-09-15,1994-09-15
770,Male,Caucasian,42,0,0,1,John,Doe,John Doe,2019-11-17,1977-11-16
771,Male,Caucasian,46,0,0,1,John,Doe,John Doe,2017-06-09,1971-06-09
772,Female,African-American,22,2,0,5,Jane,Doe,Jane Doe,2019-03-21,1997-03-20
773,Male,African-American,43,20,0,8,John,Doe,John Doe,2017-09-14,1974-09-14
774,Male,Caucasian,37,0,0,3,John,Doe,John Doe,2018-12-24,1981-12-24
775,Male,African-American,35,4,0,5,John,Doe,John Doe,2018-12-19,1983-12-19
776,Male,Caucasian,24,0,0,10,John,Doe,John Doe,2018-07-31,1994-07-31
777,Male,Caucasian,29,1,0,3,John,Doe,John Doe,2019-03-21,1990-03-20
778,Male,African-American,45,1,0,3,John,Doe,John Doe,2017-08-01,1972-08-01
779,Male,Caucasian,49,0,0,1,John,Doe,John Doe,2019-04-01,1970-04-01
780,Male,African-American,28,7,0,10,John,Doe,John Doe,2017-08-14,1989-08-14
781,Female,African-American,32,3,0,6,Jane,Doe,Jane Doe,2018-12-08,1986-12-08
782,Male,Caucasian,41,1,0,6,John,Doe,John Doe,2019-11-05,1978-11-05
783,Female,African-American,38,0,0,1,Jane,Doe,Jane Doe,2019-10-01,1981-09-30
784,Female,African-American,33,1,0,5,Jane,Doe,Jane Doe,2019-11-10,1986-11-09
785,Male,African-American,29,0,0,1,John,Doe,John Doe,2019-06-18,1990-06-17
786,Male,Caucasian,62,3,0,1,John,Doe,John Doe,2017-11-12,1955-11-12
787,Male,Caucasian,49,2,0,1,John,Doe,John Doe,2019-06-07,1970-06-07
788,Male,Caucasian,50,0,0,1,John,Doe,John Doe,2019-03-31,1969-03-30
789,Male,Hispanic,26,5,0,3,John,Doe,John Doe,2019-08-28,1993-08-27
790,Male,Caucasian,23,0,0,4,John,Doe,John Doe,2019-09-17,1996-09-16
791,Female,African-American,30,2,0,7,Jane,Doe,Jane Doe,2019-03-21,1989-03-20
792,Male,African-American,52,7,1,5,John,Doe,John Doe,2017-12-28,1965-12-28
793,Male,Caucasian,44,1,0,8,John,Doe,John Doe,2018-01-16,1974-01-16
794,Female,Other,49,0,0,1,Jane,Doe,Jane Doe,2019-07-08,1970-07-08
795,Male,African-American,30,6,1,5,John,Doe,John Doe,2019-09-30,1989-09-29
796,Male,African-American,28,16,1,8,John,Doe,John Doe,2017-09-27,1989-09-27
797,Male,Caucasian,30,1,0,1,John,Doe,John Doe,2019-08-24,1989-08-23
798,Male,African-American,42,0,0,1,John,Doe,John Doe,2018-01-13,1976-01-13
799,Male,Caucasian,39,0,0,1,John,Doe,John Doe,2019-07-14,1980-07-13
800,Male,Caucasian,42,1,1,3,John,Doe,John Doe,2017-12-09,1975-12-09
801,Male,Caucasian,50,1,1,1,John,Doe,John Doe,2018-06-07,1968-06-06
802,Male,Caucasian,58,1,1,1,John,Doe,John Doe,2018-01-05,1960-01-05
803,Male,African-American,42,7,1,5,John,Doe,John Doe,2017-06-09,1975-06-09
804,Male,African-American,69,3,0,1,John,Doe,John Doe,2017-05-22,1948-05-22
805,Male,Hispanic,39,1,0,2,John,Doe,John Doe,2018-06-27,1979-06-27
806,Male,Caucasian,21,2,1,9,John,Doe,John Doe,2019-09-08,1998-09-07
807,Male,Other,33,0,0,2,John,Doe,John Doe,2019-08-08,1986-08-07
808,Male,Other,20,0,0,4,John,Doe,John Doe,2018-08-06,1998-08-06
809,Male,Caucasian,42,0,0,4,John,Doe,John Doe,2019-02-03,1977-02-02
810,Male,African-American,28,0,0,1,John,Doe,John Doe,2018-11-08,1990-11-08
811,Female,African-American,25,0,0,7,Jane,Doe,Jane Doe,2018-05-11,1993-05-10
812,Male,African-American,30,2,1,8,John,Doe,John Doe,2017-04-13,1987-04-13
813,Male,Other,31,0,0,2,John,Doe,John Doe,2019-09-26,1988-09-25
814,Male,Caucasian,22,0,0,8,John,Doe,John Doe,2019-12-16,1997-12-15
815,Male,African-American,27,8,1,7,John,Doe,John Doe,2019-09-29,1992-09-28
816,Female,African-American,29,1,0,2,Jane,Doe,Jane Doe,2019-08-18,1990-08-17
817,Male,African-American,34,1,0,2,John,Doe,John Doe,2019-08-26,1985-08-25
818,Male,African-American,33,2,0,7,John,Doe,John Doe,2017-04-30,1984-04-29
819,Male,African-American,23,3,1,7,John,Doe,John Doe,2017-06-19,1994-06-19
820,Male,Caucasian,25,9,0,9,John,Doe,John Doe,2017-01-11,1992-01-11
821,Male,African-American,27,3,0,7,John,Doe,John Doe,2018-01-10,1991-01-10
822,Female,African-American,24,0,0,3,Jane,Doe,Jane Doe,2017-03-08,1993-03-08
823,Male,African-American,43,1,0,1,John,Doe,John Doe,2019-10-03,1976-10-02
824,Male,Caucasian,47,0,0,1,John,Doe,John Doe,2017-11-08,1970-11-08
825,Male,Hispanic,39,0,0,1,John,Doe,John Doe,2018-06-27,1979-06-27
826,Female,Other,38,0,0,1,Jane,Doe,Jane Doe,2019-10-05,1981-10-04
827,Male,African-American,37,3,0,3,John,Doe,John Doe,2017-12-24,1980-12-24
828,Male,Hispanic,63,1,0,1,John,Doe,John Doe,2018-01-08,1955-01-08
829,Male,African-American,36,6,0,4,John,Doe,John Doe,2018-05-30,1982-05-30
830,Male,African-American,25,14,1,10,John,Doe,John Doe,2018-08-10,1993-08-09
831,Male,African-American,30,8,1,9,John,Doe,John Doe,2018-10-31,1988-10-30
832,Female,Caucasian,26,0,0,6,Jane,Doe,Jane Doe,2017-02-01,1991-02-01
833,Female,Other,20,1,0,4,Jane,Doe,Jane Doe,2019-12-31,1999-12-31
834,Male,Caucasian,25,0,0,9,John,Doe,John Doe,2018-03-11,1993-03-10
835,Female,African-American,35,2,0,2,Jane,Doe,Jane Doe,2018-03-10,1983-03-10
836,Male,Caucasian,32,0,0,5,John,Doe,John Doe,2019-09-10,1987-09-10
837,Male,African-American,43,2,0,1,John,Doe,John Doe,2019-05-29,1976-05-28
838,Male,African-American,23,4,1,9,John,Doe,John Doe,2019-09-11,1996-09-10
839,Male,African-American,23,5,1,9,John,Doe,John Doe,2017-06-28,1994-06-28
840,Male,Asian,32,0,0,1,John,Doe,John Doe,2019-12-18,1987-12-18
841,Female,Caucasian,52,0,0,1,Jane,Doe,Jane Doe,2019-12-09,1967-12-09
842,Male,Caucasian,37,0,1,2,John,Doe,John Doe,2019-07-13,1982-07-13
843,Male,Caucasian,57,0,0,1,John,Doe,John Doe,2019-07-26,1962-07-26
844,Male,African-American,39,10,0,9,John,Doe,John Doe,2018-03-12,1979-03-12
845,Female,African-American,30,4,0,5,Jane,Doe,Jane Doe,2019-10-26,1989-10-25
846,Male,Caucasian,44,0,0,1,John,Doe,John Doe,2017-01-27,1973-01-27
847,Male,African-American,52,0,0,1,John,Doe,John Doe,2018-02-16,1966-02-16
848,Male,African-American,55,10,1,7,John,Doe,John Doe,2019-06-22,1964-06-21
849,Male,African-American,44,0,0,1,John,Doe,John Doe,2019-09-26,1975-09-26
850,Male,African-American,39,9,0,5,John,Doe,John Doe,2019-04-18,1980-04-17
851,Male,Other,43,1,0,1,John,Doe,John Doe,2018-07-07,1975-07-07
852,Female,Caucasian,48,0,0,2,Jane,Doe,Jane Doe,2019-11-09,1971-11-09
853,Male,Hispanic,52,0,0,1,John,Doe,John Doe,2018-06-19,1966-06-19
854,Male,Other,66,0,0,1,John,Doe,John Doe,2017-03-21,1951-03-21
855,Male,African-American,20,0,1,5,John,Doe,John Doe,2018-04-18,1998-04-18
856,Male,African-American,24,1,0,6,John,Doe,John Doe,2019-04-20,1995-04-20
857,Male,Caucasian,41,1,0,1,John,Doe,John Doe,2019-06-15,1978-06-15
858,Male,Other,29,0,0,1,John,Doe,John Doe,2019-11-07,1990-11-06
859,Male,Hispanic,44,2,0,2,John,Doe,John Doe,2019-04-13,1975-04-13
860,Male,Caucasian,28,1,1,4,John,Doe,John Doe,2018-05-25,1990-05-25
861,Male,African-American,26,5,1,7,John,Doe,John Doe,2018-11-06,1992-11-05
862,Male,African-American,33,2,0,7,John,Doe,John Doe,2019-12-05,1986-12-04
863,Male,Caucasian,29,4,0,8,John,Doe,John Doe,2017-10-07,1988-10-06
864,Male,African-American,27,4,1,5,John,Doe,John Doe,2017-09-08,1990-09-08
865,Female,Caucasian,49,0,0,2,Jane,Doe,Jane Doe,2018-10-31,1969-10-31
866,Male,Caucasian,22,1,0,7,John,Doe,John Doe,2019-07-07,1997-07-06
867,Female,Caucasian,42,0,0,2,Jane,Doe,Jane Doe,2018-03-13,1976-03-12
868,Male,African-American,23,2,0,6,John,Doe,John Doe,2017-11-17,1994-11-17
869,Male,Caucasian,21,2,1,9,John,Doe,John Doe,2018-10-06,1997-10-05
870,Male,Caucasian,44,6,0,3,John,Doe,John Doe,2019-02-06,1975-02-06
871,Female,African-American,29,0,1,4,Jane,Doe,Jane Doe,2018-04-30,1989-04-29
872,Male,Hispanic,29,1,0,4,John,Doe,John Doe,2019-02-09,1990-02-08
873,Male,African-American,61,25,0,7,John,Doe,John Doe,2017-11-20,1956-11-20
874,Male,Hispanic,28,3,1,8,John,Doe,John Doe,2017-08-12,1989-08-12
875,Female,Caucasian,30,7,0,7,Jane,Doe,Jane Doe,2019-06-20,1989-06-19
876,Male,African-American,64,8,1,4,John,Doe,John Doe,2017-01-07,1953-01-07
877,Male,African-American,21,0,0,4,John,Doe,John Doe,2019-02-07,1998-02-06
878,Male,Hispanic,54,2,0,1,John,Doe,John Doe,2018-01-21,1964-01-21
879,Male,Hispanic,35,5,1,7,John,Doe,John Doe,2017-04-20,1982-04-20
880,Male,Caucasian,34,0,0,1,John,Doe,John Doe,2017-07-19,1983-07-19
881,Male,African-American,36,0,1,7,John,Doe,John Doe,2019-07-05,1983-07-05
882,Male,African-American,29,1,1,5,John,Doe,John Doe,2019-11-03,1990-11-02
883,Female,African-American,28,1,0,2,Jane,Doe,Jane Doe,2019-12-02,1991-12-02
884,Male,African-American,27,1,0,2,John,Doe,John Doe,2019-02-11,1992-02-11
885,Male,Caucasian,26,7,0,6,John,Doe,John Doe,2018-02-02,1992-02-02
886,Male,Hispanic,64,1,0,1,John,Doe,John Doe,2017-10-24,1953-10-24
887,Male,African-American,22,2,1,9,John,Doe,John Doe,2019-07-16,1997-07-15
888,Male,African-American,20,0,0,3,John,Doe,John Doe,2017-06-17,1997-06-17
889,Male,African-American,40,11,1,3,John,Doe,John Doe,2017-10-15,1977-10-15
890,Male,Caucasian,38,2,0,3,John,Doe,John Doe,2019-02-15,1981-02-14
891,Male,Caucasian,31,2,0,3,John,Doe,John Doe,2019-07-08,1988-07-07
892,Male,Caucasian,39,3,1,1,John,Doe,John Doe,2018-05-15,1979-05-15
893,Female,African-American,28,9,1,9,Jane,Doe,Jane Doe,2017-06-20,1989-06-20
894,Male,Caucasian,53,2,0,4,John,Doe,John Doe,2019-09-07,1966-09-07
895,Male,Caucasian,46,3,0,4,John,Doe,John Doe,2017-07-21,1971-07-21
896,Male,Caucasian,36,9,1,6,John,Doe,John Doe,2018-06-14,1982-06-14
897,Female,African-American,41,5,0,6,Jane,Doe,Jane Doe,2019-09-02,1978-09-02
898,Male,Caucasian,30,0,0,4,John,Doe,John Doe,2017-08-16,1987-08-16
899,Male,African-American,26,6,0,5,John,Doe,John Doe,2018-01-04,1992-01-04
900,Male,Hispanic,41,1,0,1,John,Doe,John Doe,2017-11-12,1976-11-12
901,Male,African-American,48,0,0,1,John,Doe,John Doe,2018-12-29,1970-12-29
902,Male,African-American,29,4,1,5,John,Doe,John Doe,2017-03-08,1988-03-07
903,Male,African-American,37,3,0,3,John,Doe,John Doe,2017-07-23,1980-07-23
904,Male,Other,42,1,0,1,John,Doe,John Doe,2019-06-06,1977-06-05
905,Male,Caucasian,31,0,0,5,John,Doe,John Doe,2017-03-26,1986-03-26
906,Male,Caucasian,50,0,0,1,John,Doe,John Doe,2018-03-19,1968-03-18
907,Male,Caucasian,46,0,0,1,John,Doe,John Doe,2017-01-17,1971-01-17
908,Male,Caucasian,29,0,0,1,John,Doe,John Doe,2018-06-11,1989-06-10
909,Male,Caucasian,53,0,1,1,John,Doe,John Doe,2018-07-22,1965-07-22
910,Male,Caucasian,34,0,0,5,John,Doe,John Doe,2018-01-16,1984-01-16
911,Male,Caucasian,25,0,0,5,John,Doe,John Doe,2018-01-20,1993-01-19
912,Male,African-American,23,0,0,2,John,Doe,John Doe,2017-06-27,1994-06-27
913,Male,African-American,32,1,0,7,John,Doe,John Doe,2019-12-09,1987-12-09
914,Male,Hispanic,63,1,0,1,John,Doe,John Doe,2018-12-10,1955-12-10
915,Male,Other,31,5,1,6,John,Doe,John Doe,2017-04-28,1986-04-28
916,Male,Caucasian,39,1,0,1,John,Doe,John Doe,2017-02-12,1978-02-12
917,Male,African-American,24,0,0,4,John,Doe,John Doe,2019-06-10,1995-06-10
918,Female,Hispanic,31,0,0,2,Jane,Doe,Jane Doe,2017-04-25,1986-04-25
919,Male,African-American,28,0,0,2,John,Doe,John Doe,2018-12-20,1990-12-20
920,Male,African-American,45,20,1,7,John,Doe,John Doe,2019-10-31,1974-10-31
921,Female,African-American,25,0,0,5,Jane,Doe,Jane Doe,2018-10-16,1993-10-15
922,Male,African-American,34,2,0,4,John,Doe,John Doe,2019-04-27,1985-04-26
923,Female,Caucasian,54,1,0,2,Jane,Doe,Jane Doe,2017-03-05,1963-03-05
924,Male,African-American,21,0,1,7,John,Doe,John Doe,2018-03-22,1997-03-21
925,Female,African-American,20,0,0,4,Jane,Doe,Jane Doe,2017-05-05,1997-05-05
926,Male,African-American,30,0,0,6,John,Doe,John Doe,2019-12-24,1989-12-23
927,Male,Caucasian,22,1,0,7,John,Doe,John Doe,2018-06-11,1996-06-10
928,Male,African-American,53,20,0,5,John,Doe,John Doe,2018-09-02,1965-09-02
929,Male,African-American,24,1,1,5,John,Doe,John Doe,2018-04-20,1994-04-20
930,Female,Caucasian,53,0,0,1,Jane,Doe,Jane Doe,2018-06-04,1965-06-04
931,Male,African-American,32,4,0,5,John,Doe,John Doe,2017-09-18,1985-09-18
932,Male,African-American,64,20,0,7,John,Doe,John Doe,2017-02-26,1953-02-26
933,Male,Caucasian,29,1,0,3,John,Doe,John Doe,2017-12-23,1988-12-22
934,Male,African-American,23,4,0,10,John,Doe,John Doe,2019-02-28,1996-02-28
935,Female,African-American,43,0,0,1,Jane,Doe,Jane Doe,2019-12-20,1976-12-19
936,Male,Other,36,0,0,4,John,Doe,John Doe,2017-05-11,1981-05-11
937,Male,Caucasian,27,0,0,3,John,Doe,John Doe,2018-01-06,1991-01-06
938,Male,Hispanic,60,0,0,4,John,Doe,John Doe,2018-04-26,1958-04-26
939,Male,African-American,22,0,1,7,John,Doe,John Doe,2018-06-12,1996-06-11
940,Male,Other,33,0,0,2,John,Doe,John Doe,2019-11-02,1986-11-01
941,Female,African-American,25,0,0,5,Jane,Doe,Jane Doe,2019-04-14,1994-04-13
942,Male,African-American,29,0,0,6,John,Doe,John Doe,2017-03-15,1988-03-14
943,Male,African-American,34,22,0,9,John,Doe,John Doe,2018-11-12,1984-11-11
944,Male,African-American,28,5,1,5,John,Doe,John Doe,2017-08-21,1989-08-21
945,Male,Caucasian,21,1,0,4,John,Doe,John Doe,2019-08-08,1998-08-07
946,Male,Caucasian,44,4,0,2,John,Doe,John Doe,2018-09-21,1974-09-21
947,Male,Hispanic,28,0,0,2,John,Doe,John Doe,2019-11-22,1991-11-22
948,Male,African-American,27,0,0,2,John,Doe,John Doe,2018-11-12,1991-11-12
949,Male,African-American,24,0,0,3,John,Doe,John Doe,2017-11-26,1993-11-26
950,Female,African-American,34,14,0,9,Jane,Doe,Jane Doe,2017-04-05,1983-04-05
951,Female,Caucasian,54,0,1,3,Jane,Doe,Jane Doe,2017-11-05,1963-11-05
952,Male,African-American,35,1,0,4,John,Doe,John Doe,2019-12-18,1984-12-17
953,Male,African-American,32,0,0,4,John,Doe,John Doe,2018-12-13,1986-12-13
954,Male,Other,24,0,0,6,John,Doe,John Doe,2018-11-10,1994-11-10
955,Female,African-American,27,1,0,3,Jane,Doe,Jane Doe,2018-09-12,1991-09-12
956,Female,African-American,31,0,0,3,Jane,Doe,Jane Doe,2018-10-20,1987-10-20
957,Male,Caucasian,55,0,0,1,John,Doe,John Doe,2017-01-31,1962-01-31
958,Male,African-American,30,1,0,2,John,Doe,John Doe,2017-05-05,1987-05-05
959,Female,Caucasian,34,10,1,9,Jane,Doe,Jane Doe,2019-12-18,1985-12-17
960,Male,African-American,46,0,0,7,John,Doe,John Doe,2019-08-04,1973-08-03
961,Female,Caucasian,31,0,0,2,Jane,Doe,Jane Doe,2017-08-05,1986-08-05
962,Male,African-American,65,2,1,2,John,Doe,John Doe,2018-07-25,1953-07-25
963,Male,African-American,30,2,0,7,John,Doe,John Doe,2019-01-01,1988-12-31
964,Male,Hispanic,26,0,0,1,John,Doe,John Doe,2018-08-01,1992-07-31
965,Male,African-American,33,0,0,10,John,Doe,John Doe,2017-03-13,1984-03-12
966,Male,African-American,21,1,1,9,John,Doe,John Doe,2017-06-14,1996-06-13
967,Male,Caucasian,43,8,0,3,John,Doe,John Doe,2018-08-03,1975-08-03
968,Male,Caucasian,32,11,0,10,John,Doe,John Doe,2018-04-25,1986-04-25
969,Female,Other,39,0,0,1,Jane,Doe,Jane Doe,2018-07-03,1979-07-03
970,Female,African-American,28,0,0,8,Jane,Doe,Jane Doe,2019-09-19,1991-09-19
971,Female,African-American,25,1,0,9,Jane,Doe,Jane Doe,2019-11-30,1994-11-29
972,Male,African-American,28,2,0,5,John,Doe,John Doe,2017-04-18,1989-04-18
973,Male,African-American,31,2,1,2,John,Doe,John Doe,2017-03-27,1986-03-27
974,Male,Caucasian,39,0,0,1,John,Doe,John Doe,2019-09-08,1980-09-07
975,Female,Caucasian,28,1,0,4,Jane,Doe,Jane Doe,2018-03-14,1990-03-14
976,Male,Other,31,1,0,1,John,Doe,John Doe,2017-10-29,1986-10-29
977,Male,Caucasian,26,1,0,4,John,Doe,John Doe,2017-07-07,1991-07-07
978,Male,Caucasian,34,0,1,3,John,Doe,John Doe,2018-12-30,1984-12-29
979,Male,Caucasian,43,8,0,3,John,Doe,John Doe,2017-04-25,1974-04-25
980,Male,Caucasian,24,5,1,5,John,Doe,John Doe,2019-02-23,1995-02-23
981,Male,African-American,36,6,0,4,John,Doe,John Doe,2018-10-23,1982-10-23
982,Male,African-American,21,0,0,3,John,Doe,John Doe,2018-01-01,1996-12-31
983,Male,Caucasian,62,3,0,1,John,Doe,John Doe,2018-08-30,1956-08-29
984,Female,Hispanic,38,20,1,9,Jane,Doe,Jane Doe,2019-06-21,1981-06-20
985,Female,Other,25,0,0,2,Jane,Doe,Jane Doe,2018-08-27,1993-08-26
986,Female,African-American,32,4,1,10,Jane,Doe,Jane Doe,2017-11-02,1985-11-02
987,Female,Other,40,0,0,1,Jane,Doe,Jane Doe,2017-02-24,1977-02-24
988,Male,Caucasian,28,2,0,1,John,Doe,John Doe,2017-11-24,1989-11-24
989,Male,Other,66,0,0,1,John,Doe,John Doe,2018-04-13,1952-04-12
990,Male,African-American,25,0,0,3,John,Doe,John Doe,2018-08-15,1993-08-14
991,Female,African-American,21,2,0,9,Jane,Doe,Jane Doe,2019-07-26,1998-07-25
992,Female,Caucasian,49,2,0,3,Jane,Doe,Jane Doe,2019-05-19,1970-05-19
993,Male,Caucasian,55,3,0,3,John,Doe,John Doe,2019-11-12,1964-11-11
994,Male,Caucasian,52,3,0,2,John,Doe,John Doe,2018-12-15,1966-12-15
995,Male,African-American,24,2,0,7,John,Doe,John Doe,2018-05-01,1994-05-01
996,Male,African-American,42,1,0,2,John,Doe,John Doe,2017-02-17,1975-02-17
997,Male,African-American,27,1,0,5,John,Doe,John Doe,2019-09-19,1992-09-18
998,Male,African-American,27,1,0,5,John,Doe,John Doe,2018-11-10,1991-11-10
999,Male,African-American,29,0,0,6,John,Doe,John Doe,2019-08-29,1990-08-28
1000,Male,Hispanic,38,3,0,4,John,Doe,John Doe,2018-11-08,1980-11-07
1001,Male,African-American,58,0,0,1,John,Doe,John Doe,2019-12-12,1961-12-11
1002,Male,Other,37,11,0,3,John,Doe,John Doe,2019-08-11,1982-08-11
1003,Female,Caucasian,21,0,0,5,Jane,Doe,Jane Doe,2019-10-11,1998-10-10
1004,Female,African-American,21,0,0,10,Jane,Doe,Jane Doe,2017-07-03,1996-07-02
1005,Male,African-American,30,4,0,10,John,Doe,John Doe,2017-11-24,1987-11-24
1006,Male,Caucasian,40,6,0,4,John,Doe,John Doe,2017-05-27,1977-05-27
1007,Male,African-American,28,4,0,4,John,Doe,John Doe,2018-04-10,1990-04-10
1008,Female,African-American,28,5,0,8,Jane,Doe,Jane Doe,2018-04-09,1990-04-09
1009,Male,African-American,23,2,1,10,John,Doe,John Doe,2018-04-26,1995-04-26
1010,Male,Caucasian,42,0,0,3,John,Doe,John Doe,2018-01-20,1976-01-20
1011,Male,African-American,52,7,1,5,John,Doe,John Doe,2018-04-10,1966-04-10
1012,Male,African-American,38,3,0,5,John,Doe,John Doe,2017-04-05,1979-04-05
